rlct,hypers,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,dsid,regime,k,n,trial,chains,draws,tune,name,duration
1.731287251437363,c=1,0.0,0,0,[0],10,regular,5000,3,5000,2,1,2000,4000,toru,313.3411797919998
1.971467053081189,"c=1,d=1",0.0,0,0,"[0, 0]",10,e-singular,5000,3,5000,2,1,2000,4000,watanabe,358.9526801000002
1.8625933937784087,c=1,0.0,0,0,[0],10,e-singular,5000,3,5000,2,1,2000,4000,toru,290.0242002289997
1.482823448999421,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,5000,3,5000,2,1,2000,4000,watanabe,445.7409316789999
1.0911270313742778,c=1,0.0,0,0,[0],10,singular1,5000,3,5000,2,1,2000,4000,toru,278.4775057249999
1.4657718698800384,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular2,5000,3,5000,2,1,2000,4000,watanabe,391.5657661590003
1.2433989208231624,c=1,0.0,0,0,[0],10,singular2,5000,3,5000,2,1,2000,4000,toru,224.180045913
2.7782903551697693,"c=1,d=1",0.0,0,0,"[0, 0]",10,regular,5000,5,5000,2,1,2000,4000,watanabe,1600.4664164950009
2.2851826767326666,c=1,0.0,0,0,[0],10,regular,5000,5,5000,2,1,2000,4000,toru,1478.3589939530002
2.503608888198407,"c=1,d=1",0.0,0,0,"[0, 0]",10,e-singular,5000,5,5000,2,1,2000,4000,watanabe,1135.516617549999
1.9606508525453268,c=1,0.0,0,0,[0],10,e-singular,5000,5,5000,2,1,2000,4000,toru,880.8629514470003
2.4965579773555144,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,5000,5,5000,2,1,2000,4000,watanabe,839.6856696219993
