dsid,n,p0,p1,w0,fisher_mat
regular,50,0.36706265504792684,0.14697275802609092,0.32090179026664695,"[ 5.97883344e-02 -1.99507302e-03 -3.06865649e-03 -1.99507302e-03
  3.14610173e+00  4.10399023e-02 -3.06865649e-03  4.10399023e-02
  3.51128227e-02]"
regular,50,0.15168134476803039,0.35415328851477473,0.6398579779370438,"[ 2.70888045e+00 -5.61946009e-03 -3.69298979e-02 -5.61946009e-03
  8.49974779e-02 -1.93841062e-03 -3.69298979e-02 -1.93841062e-03
  3.47157208e-02]"
regular,50,0.14672396623243375,0.3467001829429651,0.7465896965091574,"[ 4.88945283e+00 -4.95127848e-03 -6.84480871e-02 -4.95127848e-03
  2.61427532e-02 -9.98817530e-04 -6.84480871e-02 -9.98817530e-04
  4.63580288e-02]"
regular,50,0.34832912670667177,0.1551975890746182,0.3106815782707432,"[ 4.85394472e-02 -8.60996370e-03  1.32545326e-03 -8.60996370e-03
  3.67554507e+00  2.24956709e-03  1.32545326e-03  2.24956709e-03
  3.66154868e-02]"
regular,50,0.3515988291251735,0.1587400466289469,0.4648995094263201,"[ 0.18631014 -0.00858635  0.01390491 -0.00858635  1.31393605  0.0552678
  0.01390491  0.0552678   0.03434225]"
regular,50,0.3374159393555655,0.15464497480165185,0.38165266221906846,"[ 0.11617836 -0.01702269  0.00381213 -0.01702269  2.24110488  0.04860902
  0.00381213  0.04860902  0.03628476]"
regular,50,0.35817113067839246,0.1484128596600101,0.2011226548310593,"[ 1.18129135e-02 -2.76050763e-03 -9.87707987e-04 -2.76050763e-03
  5.93380662e+00  5.15602094e-02 -9.87707987e-04  5.15602094e-02
  4.81478833e-02]"
regular,50,0.1481906987641195,0.35796885579447174,0.7797230088679129,"[ 5.53092505e+00 -2.89970719e-03 -1.12268448e-01 -2.89970719e-03
  1.58373192e-02  2.25848014e-05 -1.12268448e-01  2.25848014e-05
  4.82898149e-02]"
regular,50,0.34528444737016634,0.14022521169600477,0.21347386846575972,"[ 1.17977027e-02 -3.08849186e-03  7.62095890e-04 -3.08849186e-03
  7.21926314e+00 -2.94696765e-02  7.62095890e-04 -2.94696765e-02
  4.74669275e-02]"
regular,50,0.14148955875814032,0.36782401853049335,0.6849333446016849,"[ 4.12207667e+00 -1.20494191e-03 -6.69670673e-02 -1.20494191e-03
  5.61524916e-02  3.78456986e-04 -6.69670673e-02  3.78456986e-04
  3.70156401e-02]"
regular,50,0.3671683796411687,0.14957172879349415,0.16189712051757138,"[ 5.67986929e-03 -1.59939204e-03  7.69764718e-04 -1.59939204e-03
  7.62099711e+00  7.09709149e-02  7.69764718e-04  7.09709149e-02
  4.73141161e-02]"
regular,50,0.3405201372006761,0.14682590150448338,0.26007019937613357,"[ 3.00255565e-02 -5.44206505e-03 -1.33963327e-03 -5.44206505e-03
  4.46806535e+00  7.44214027e-02 -1.33963327e-03  7.44214027e-02
  5.34288617e-02]"
regular,50,0.3502941295356221,0.15381351175755825,0.2859645336921101,"[ 3.57447222e-02 -7.71143434e-03  1.71336304e-03 -7.71143434e-03
  3.98389979e+00 -2.43511265e-04  1.71336304e-03 -2.43511265e-04
  3.71375007e-02]"
regular,50,0.14984189860745,0.35778083615731315,0.7106934271118689,"[ 4.00094371e+00 -2.92169538e-03 -6.04511199e-02 -2.92169538e-03
  3.94930836e-02  5.34649038e-03 -6.04511199e-02  5.34649038e-03
  4.34820347e-02]"
regular,50,0.1484594323623578,0.3520591102038285,0.738012514542509,"[ 4.40975712e+00 -4.13885447e-03  2.73450786e-02 -4.13885447e-03
  2.68283036e-02  2.74149665e-03  2.73450786e-02  2.74149665e-03
  4.11451832e-02]"
regular,50,0.144825673122259,0.308571282663072,0.7961818520122053,"[ 6.22046366e+00 -3.77837264e-02 -1.78145621e-01 -3.77837264e-02
  1.85171571e-02 -2.69024740e-03 -1.78145621e-01 -2.69024740e-03
  5.08220607e-02]"
regular,50,0.15222831917224086,0.3544023518201583,0.7933875073832862,"[ 6.00522437e+00 -3.64377377e-03 -8.57185077e-03 -3.64377377e-03
  1.31125410e-02  5.75341664e-04 -8.57185077e-03  5.75341664e-04
  4.87399494e-02]"
regular,50,0.3529235269480564,0.15953307239055653,0.34576126191151935,"[ 7.66697221e-02 -1.29773799e-02  6.96466879e-04 -1.29773799e-02
  2.41229503e+00  5.72516680e-02  6.96466879e-04  5.72516680e-02
  3.05921706e-02]"
regular,50,0.14524423964167424,0.3445920871855487,0.759436778730349,"[ 6.55219414e+00 -6.04719383e-03 -4.49596884e-02 -6.04719383e-03
  2.36421207e-02  8.37745089e-04 -4.49596884e-02  8.37745089e-04
  3.93966348e-02]"
regular,50,0.14486114474577194,0.32646720503207977,0.7767758675546554,"[ 5.24280398e+00 -1.29815514e-02  1.60062429e-02 -1.29815514e-02
  9.68731207e-03 -9.10656463e-04  1.60062429e-02 -9.10656463e-04
  5.08478906e-02]"
regular,50,0.36299086916070433,0.16249920509565668,0.3935365356573864,"[ 0.13677675 -0.00460684 -0.00206387 -0.00460684  1.6297663   0.00635895
 -0.00206387  0.00635895  0.03710623]"
